Silhouette,Calinski-Harabasz,Davies-Bouldin,ARI,Method
0.18239229917526245,78.24881007894813,1.568290366830637,0.03467988145190052,Hybrid + Agglomerative
-0.286324143409729,3.243566474851839,1.8747148764334767,0.0017949547748812747,Hybrid + DBSCAN
0.21002784371376038,96.805804732666,1.4629582297156687,0.07696456697990255,Hybrid + K-Means
0.1397959142923355,50.79353818111844,1.8092872347323816,,CVAE + K-Means
